年,年,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种, 借方 ,贷方
01,31,记账-0232,111,计提1月份社保,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：装备培训管理一体化平台】,人民币," 1,239.79 ",
01,31,记账-0232,112,计提1月份社保,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币, 742.09 ,
01,31,记账-0232,113,计提1月份社保,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：陆航飞行可视化项目】,人民币, 170.66 ,
01,31,记账-0232,114,计提1月份社保,66010301,66010301\销售费用\社会保险费\医疗保险费,【部门档案：培训销售部】【软件项目辅助核算：交互式电子手册IETM】,人民币, 270.86 ,
01,31,记账-0233,20,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币, 135.20 ,
01,31,记账-0233,21,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币, 2.82 ,
01,31,记账-0233,22,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：SBT培训】,人民币, 16.90 ,
01,31,记账-0233,23,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币, 64.78 ,
01,31,记账-0233,24,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：计算机辅助教学系统】,人民币, 1.41 ,
01,31,记账-0233,25,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：05A模拟器】,人民币, 18.31 ,
01,31,记账-0233,26,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：lj体系贡献率评估】,人民币, 109.85 ,
01,31,记账-0233,27,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：面向体系论证评估的机器学习应用关键技术研究】,人民币, 5.63 ,
01,31,记账-0233,28,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 29.58 ,
01,31,记账-0233,29,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：民用飞机改医疗飞机】,人民币, 14.08 ,
01,31,记账-0233,30,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装甲模拟训练器】,人民币, 276.03 ,
01,31,记账-0233,31,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：Y8C模拟器训练器】,人民币, 14.08 ,
01,31,记账-0233,32,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：3号飞行模拟器】,人民币, 15.49 ,
01,31,记账-0233,33,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：12号飞行模拟器】,人民币, 15.49 ,
01,31,记账-0233,34,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：16号飞行模拟器】,人民币, 15.49 ,
01,31,记账-0233,35,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：18号飞行模拟器】,人民币, 15.49 ,
01,31,记账-0233,36,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：仿真理论教学系统（SBT）】,人民币, 5.63 ,
01,31,记账-0233,37,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：运七全任务模拟器】,人民币, 14.08 ,
01,31,记账-0233,38,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：大运模拟器】,人民币, 14.08 ,
01,31,记账-0233,39,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：内蒙国防教育基地】,人民币, 11.27 ,
01,31,记账-0233,40,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：陆工大装备数据分析】,人民币, 4.23 ,
01,31,记账-0233,41,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：602所体系评估】,人民币, 2.82 ,
01,31,记账-0233,42,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 8.45 ,
01,31,记账-0233,43,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 5.63 ,
01,31,记账-0233,44,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币, 11.27 ,
01,31,记账-0233,45,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币, 70.42 ,
01,31,记账-0233,46,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币, 42.25 ,
01,31,记账-0233,47,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：182体系评估】,人民币, 30.98 ,
01,31,记账-0233,48,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：贵飞体系评估】,人民币, 25.35 ,
01,31,记账-0233,49,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币, 22.53 ,
01,31,记账-0233,50,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：航天二院体系评估】,人民币, 5.63 ,
01,31,记账-0233,51,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：空工大体系评估】,人民币, 8.45 ,
01,31,记账-0233,52,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：HJJ体系评估】,人民币, 5.63 ,
01,31,记账-0233,53,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：航天五院体系评估】,人民币, 5.63 ,
01,31,记账-0233,54,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币, 64.78 ,
01,31,记账-0233,55,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币, 47.88 ,
01,31,记账-0233,56,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：JJ9飞行训练模拟器】,人民币, 14.08 ,
01,31,记账-0233,57,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：J9改飞行训练模拟器】,人民币, 14.08 ,
01,31,记账-0233,58,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：海工大训练仿真】,人民币, 5.63 ,
01,31,记账-0233,59,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币, 42.25 ,
01,31,记账-0233,60,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币, 22.53 ,
01,31,记账-0233,61,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：航天七院体系评估】,人民币, 14.08 ,
01,31,记账-0233,62,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币, 70.42 ,
01,31,记账-0233,63,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：14所体系评估】,人民币, 33.80 ,
01,31,记账-0233,64,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：三维伪装场景仿真建模】,人民币, 33.80 ,
01,31,记账-0233,65,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币, 281.66 ,
01,31,记账-0233,105,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：装甲模拟训练器】,人民币, 31.82 ,
01,31,记账-0233,106,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：仿真理论教学系统（SBT）】,人民币, 63.64 ,
01,31,记账-0233,107,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 31.82 ,
01,31,记账-0233,108,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：民用飞机改医疗飞机】,人民币, 31.82 ,
01,31,记账-0233,109,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：风电场VR训练平台】,人民币, 143.18 ,
01,31,记账-0233,110,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：SBT培训】,人民币, 95.45 ,
01,31,记账-0233,111,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：装备培训管理一体化平台】,人民币, 509.09 ,
01,31,记账-0233,112,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币, 318.18 ,
01,31,记账-0233,113,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：陆航飞行可视化项目】,人民币, 63.64 ,
01,31,记账-0233,114,计提1月份公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：交互式电子手册IETM】,人民币, 111.36 ,
01,31,记账-0238,3,摊销营销中心房租（杜晓）/1月,660102,660102\销售费用\福利费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币," 3,000.00 ",
01,31,记账-0242,1,调整19年费用,660109,660109\销售费用\差旅费,【部门档案：培训销售部】【软件项目辅助核算：售前及产品调研】,人民币," -2,835.12 ",
01,31,记账-0242,2,调整19年费用,660109,660109\销售费用\差旅费,【部门档案：培训事业中心】【软件项目辅助核算：售前及产品调研】,人民币, -106.69 ,
